word,normalized_word,frequency
किवाड़,किवाड़,1
सिद्धहस्त,सिद्धहस्त,1
उड़़ाने,उड़ाने,1
नैटट्स,नेट्स,1
असहज,असहज,1
काठी,काठी,1
चूड़ी,चूड़ी,1
मुस्तैदी,मुस्तैदी,1
जेटट,जेट,1
सेयेगी,सहेजेगी,1
चुिनए,चुनिए,1
जामुनी,जामुनी,1
यांे,यों,1
पव,पर्व,1
बालस्वरूप,बालस्वरूप,1
हौज,हौज,1
मुँहतोड़,मुँहतोड़,1
निर्भीकतापूर््वक,निर्भीकतापूर्वक,1
चुनौतीपूर््ण,चुनौतीपूर्ण,1
समझौता,समझौता,1
छेड़,छेड़,1
चचिमी,पश्चिमी,1
पाकिस््ततान,पाकिस्तान,1
प्रवीण,प्रवीण,1
पुनर््वविवाह,पुनर्विवाह,1
महज,महज,1
हामी,हामी,1
गु्बारा,गुब्बारा,1
नटखटी,नटखट,1
पूिछए,पूछिए,1
मनजीत,मनजीत,1
इरादों,इरादों,1
वीरतापूर््वक,वीरतापूर्वक,1
पहुँचाई,पहुँचाई,1
कंट्रोल,कंट्रोल,1
पैट्रॉल,पेट्रोल,1
एयर,एयर,1
कॉम््बेटट,कॉम्बैट,1
फौलादी,फौलादी,1
प्रशस््तति,प्रस्तुति,1
विजेताओं,विजेताओं,1
एयरक्ाफ्ट,एयरक्राफ्ट,1
डली,डाली,1
गिना,गिना,1
चौराहा,चौराहा,1
नैट,नेट,1
म्ययूज,म्यूज,1
अध्याय,अध्याय,1
हिन्दुस््ततान,हिन्दुस्तान,1
निर्देशित,निर्देशित,1
प्रतिम,प्रतिमा,1
म््यूजियम,म्यूजियम,1
गणतंत्र,गणतंत्र,1
पचासवीं,पचासवीं,1
अक््टूबर,अक्टूबर,1
सर्वोच्च,सर्वोच्च,1
ध्वस्त,ध्वस्त,1
दुश््मनों,दुश्मनों,1
हवाले,हवाले,1
गिराया,गिराया,1
हमलावर,हमलावर,1
जानलेवा,जानलेवा,1
बमबारी,बमबारी,1
ताबड़़,ताबड़तोड़,1
मँडराने,मंडराने,1
रेडिनेस,रेडीनेस,1
साख,साख,1
बहादुरी,बहादुरी,1
तूफानी,तूफानी,1
ब्ांच,ब्रांच,1
ऑफि,ऑफिस,1
हजारीप्रसाद,हजारीप्रसाद,1
चतुर्भुज,चतुर्भुज,1
चौपाया,चौपाया,1
नाखूनों,नाखूनों,1
शून्,शून्य,1
नीचेचे,नीचे,1
गीली,गीली,1
सीलन,सीलन,1
जनसमूह,जनसमूह,1
जागा,जागा,1
प्रेसी,प्रेस,1
नोटिफ,नोटिफिकेशन,1
इंडिया,इंडिया,1
गजटट,गजट,1
ऊँचाइयाँ,ऊँचाइयाँ,1
कर््तव््यों,कर्तव्यों,1
इक्यानवे,इक्यानवे,1
बयासी,बयासी,1
फे,फे,1
ज़ीया,जिया,1
आहा,आहा,1
समर्पण,समर्पण,1
संंबंंध,संबंध,1
चंंदन,चंदन,1
साहिब,साहिब,1
राजस््थानी,राजस्थानी,1
व्यावहारिक,व्यावहारिक,1
शुद्धता,शुद्धता,1
गिने,गिने,1
शताब््,शताब्दी,1
रविदास,रविदास,1
विख्यात,विख्यात,1
चुननी,चुनरी,1
सेम,सेम,1
सब्जि़याँ,सब्जियाँ,1
कंगारू,कंगारू,1
ऑस्ट्रेलिया,ऑस्ट्रेलिया,1
छिपती,छिपती,1
समानी,समानी,1
चुलबुला,चुलबुला,1
व््ययंजित,व्यंजित,1
झींगुर,झींगुर,1
जिराफ़,जिराफ़,1
बिपिन,बिपिन,1
चीता,चीता,1
घड़ियाल,घड़ियाल,1
रफ़,रफ़,1
पंचपाद,पंचपाद,1
सबन,सपन,1
जोरि,जोर,1
अपनो,अपना,1
दूजा,दूजा,1
दिखलाती,दिखलाती,1
घबराती,घबराती,1
कढ़ाई,कढ़ाई,1
कड़ाई,कढ़ाई,1
भगति,भक्ति,1
दासा,दास,1
सदाबहार,सदाबहार,1
गेंदा,गेंदा,1
गिनि,गिन,1
चाहेंगी,चाहेंगी,1
मेथी,मेथी,1
फिरोज़ी,फिरोज़ी,1
समरूप,समरूप,1
एकाकार,एकाकार,1
अड़ना,अड़ना,1
कंदील,कंदील,1
मेथीदाना,मेथीदाना,1
सिंदूरी,सिंदूरी,1
जपना,जपना,1
रटकर,रटकर,1
किंचित,किंचित,1
संंबंंधी,संबंधी,1
सिंंह,सिंह,1
शुकदेव,शुकदेव,1
कहै,कहै,1
आसा,आशा,1
सबही,सभी,1
तोरों,तोरण,1
गेयता,गेयता,1
लयात्मकता,लयात्मकता,1
लोकधर्मी,लोकधर्मी,1
दर््शशाती,दर्शाती,1
आरोप,आरोप,1
त्ति,त्ति,1
आवृ,आवृत्ति,1
वणणों,वर्णों,1
ययंजन,व्यंजन,1
अाराध्य,आराध्य,1
सर््व्यापक,सर्व्यापक,1
कर््मकांड,कर्मकांड,1
सांसारिक,सांसारिक,1
परोपकारी,परोपकारी,1
आलोकित,आलोकित,1
आश्रित,आश्रित,1
निर्गगुण,निर्गुण,1
लघुकथथा,लघुकथा,1
पठित,पठित,1
गु्बारेवाला,गुब्बारेवाला,1
हँसाना,हँसाना,1
श्रीनाथ,श्रीनाथ,1
जलधारा,जलधारा,1
सच्ी,सच्ची,1
रासायनिक,रासायनिक,1
अशुद्धियाँ,अशुद्धियाँ,1
ककृतिक,कृतिक,1
सांस््,सांस,1
ककालीन,कालीन,1
तत््,तत्त,1
आस््था,आस्था,1
ध्वन्यात्मकता,ध्वन्यात्मकता,1
करमु,करम,1
बेद,वेद,1
सास्,सांस,1
पवनु,पवन,1
सूर,सूर,1
बसेरा॥,बसेरा,1
पंखि,पंखी,1
तरवर,तरु,1
केरा,केला,1
किसही,किसी,1
काया,काया,1
करम,करम,1
बापु,बापू,1
माइ,माई,1
समरसता,समरसता,1
रूढ़,रूढ़,1
घूटला॥,घुटला,1
चोखता,छोड़ा,1
छूटला।थथ,छूटा,1
बाछा,बड़ा,1
कलपै॥,कलपे,1
मीन,मीन,1
अकेली॥,अकेली,1
बछरा,बछड़ा,1
तालाबेली,तालाबे,1
लागति,लगती,1
सतगुर,सतगुरु,1
कूं,को,1
प्रणवै,प्रणम,1
गुरपरसादी,गुरुप्रसादी,1
भूचरि,भूचर,1
खेचरि,खेचर,1
लेप,लेप,1
संदल,चंदन,1
गंधद्रव्य,गंधद्रव्य,1
नामा॥,नामा,1
बापुरो,बापू रो,1
घामा,गामा,1
निरमल,निर्मल,1
मुरारी॥,मुरारी,1
नामे,नाम,1.0
परनारी,परनारी,1.0
हेत,हेतु,1.0
विषै,विषय,1.0
अलख,अलख,1.0
भेटत,भेट,1.0
नारायन,नारायण,1.0
नामदेउ,नामदेव,1.0
कृष््णगीतावली,कृष्णगीतावली,1.0
दोहावली,दोहावली,1.0
गीतावली,गीतावली,1.0
अनन््य,अनन्य,1.0
कनखजूरे,कनखजूरे,1.0
केकड़े,केकड़े,1.0
दिखेंगे,दिखेंगे,1.0
थतियों,स्थितियों,1.0
चशमा,चश्मा,1.0
पंछियों,पंछियों,1.0
गोस््,गोष्ठ,1.0
मथथुरा,मथुरा,1.0
निरखना,निरखना,1.0
चितवना,चितवना,1.0
चतवन,चिन्तवन,1.0
वासस््,वास्तव,1.0
रोषपूर््ण,रोषपूर्ण,1.0
आक्रोशित,आक्रोशित,1.0
मुन,मुनि,1.0
श्ीराम,श्रीराम,1.0
छातता,छात्रता,1.0
तताल,ताल,1.0
टिल्,टाल,1.0
कहकशा,कहकशां,1.0
वयंवर,स्वयंवर,1.0
बालकांड,बालकाण्ड,1.0
अंतर्दृष्,अंतरदृष्टि,1.0
लोकजीववन,लोकजीवन,1.0
शील,शील,1.0
आदशशों,आदर्शों,1.0
बाहुक,बाहुक,1.0
हनुमान,हनुमान,1.0
लोकचित्रकार,लोकचित्रकार,1.0
पद्मश्रीरी,पद्मश्री,1.0
रचनातमकता,रचनात्मकता,1.0
योति,ज्योति,1.0
आयाज़,आयाज़,1.0
वशिष्ठ,वशिष्ठ,
डिज़ाइनर,डिज़ाइनर,1.0
संिवदा,संविधा,1.0
ॠचा,ऋचा,1.0
वाराणणसी,वाराणसी,1.0
ददावली,ददावली,1
शब््,शब्द,1
सम्मानपूर््वक,सम्मानपूर्वक,1
लक्षष्मणण,लक्ष्मण,1
उपस््थिति,उपस्थिति,1
तेजस््ववी,तेजस्वी,1
बिस््ववामित्ु,विश्वामित्र,1
सखीं,सखी,1
दीन््हहि,दिनहिं,1
फुर,फिर,1
शमा,शमा,1
आनंदवध,आनंदवर्धन,1
सािजद,साजिद,1
सीबीटी,सीबीटी,1
अािक,आक,1
आकां,आकांक्षा,1
नेहलता,नेहलता,1
करावावा॥,करवाना,1
जनु,जिन्हें,1
हितु,हितु,1
बिकल,विकल,1
डिज़ाइनिंग,डिजाइनिंग,1
कोपु,कोप,1
जिमि,जिन्हें,1
पूछत,पूछत,1
भीर,भीड़,1
कहहु,कहहूँ,1
बिदेह,विदेह,1
बिलोकि,विलोक,1
बहुरि,बहुरि,1
मोचन,मोचन,1
लोचन।रूप,लोचनरूप,1
थकि,थकित,1
चितइ,चौंक,1
भल,भला,1
दसरथ,दशरथ,1
लखनु,लखन,1
पुनि,पुनः,1
पिरजन,परिजन,1
वीकृित,विकृति,1
मकड़ियों,मकड़ियों,1
छिपकलियाँ,छिपकलियाँ,1
यनारायण,नारायण,1
बालसावर,बालसखा,1
गनी,गणि,1
देिवका,देविका,1
हिरकुमार,हिरा कुमार,1
यामप,यामप,1
नत,नत,1
तूिलका,तूलिका,1
फिरि,फिर,1.0
सुनत,सुन,1.0
चचत,चर्चा,1.0
सरीर,शरीर,
ग्रेटर,ग्रेटर,1.0
अशरफ,असरफ,1.0
ताता,दादा,1.0
अमरे,अमर,1.0
बहुमू,बहुमूल्य,1.0
समी,समीक्षा,1.0
कुलपित,कुलपति,1.0
थापक,स्थापक,1.0
सील,शील,1.0
यांशु,यांशु,1.0
पछिताति,पछताता,1.0
तवव,तव,1.0
उलटउँ,उलटूँ,1.0
आजू,आज,1.0
मूढ़,मूढ़,1.0
काशनाथ,काशिनाथ,1.0
एहि,इसी,1.0
कीन््हहि,कीन्हि,1.0
कबहुँ,कभी,1.0
तोरीं,तोड़ीं,1.0
धनुहीं,धनुष,1.0
रिपु,शत्रु,1.0
सिववधनु,शिवधनुष,1.0
जेहिं,जिसने,1.0
सुनहु,सुनो,1.0
सेववकु,सेवक,1.0
सभयय,सभय,1.0
डेट,डेटा,1.0
सिमत,सीमित,1.0
तूरीरंगन,तूड़ीरंगन,1.0
शैि,शै,1.0
कार्यकारी,कार्यकारी,1.0
अिधगम,अधिगम,1.0
स्पॉटेड,स्पॉटेड,1.0
इंग्लिश,इंग्लिश,1.0
किंगफ़िशर,किंगफिशर,1.0
फैलो,फैलो,1.0
प्ोजेकट,प्रोजेक्ट,1.0
जूनियर,जूनियर,1.0
संकुल,संकुल,1.0
ओराव,ओरावत,1.0
केंद्री्रीय,केन्द्रीय,1.0
मुखयाध्यापिका,मुख्याध्यापिका,1.0
इसम,इसी,1.0
सािर,सार,1.0
अाव,आव,1.0
भृगुकुलकेतू॥,भृगुकुलकेतु,1
हेतू,हेतु,1
अनभिज्ञ,अनभिज्ञ,1
कूटनीति,कूटनीति,1
उपस््थथिति,उपस्थिति,1
किहए,कहिए,1
सक,सक,1
दूसर,दूसरा,1
जिटल,जटिल,1
बढ़ेगी,बढ़ेगी,1
सािहत,सहित,1
ववचन,वचन,1
शिष्,शिष्य,1
करावावा,करवाया,1
प्रेप्रेम,प्रेम,1
रीक्ा,रीक्षा,1
वरूप,स्वरूप,1
व्यंग््ययोक्,व्यंग्य,1
विवावाह,विवाह,1
पुत्ी,पुत्री,1
आधािरत,आधारित,1
ट्ेस,टेस्ट,1
कॉॉपी,कॉपी,1
फ़ाखता,फ़ाख्ता,1
लमबी,लंबी,1
संययम,संयम,1
ययुयुत्तर,युयुत्सु,1
रौद्र,रौद्र,1
उत््ककृष्,उत्कृष्ट,1
टूटने,टूटने,1
सौंदर््ययय,सौंदर्य,1
ततित््वव,तत्त्व,1
हर््ष,हर्ष,1
चेताववनी,चेतावनी,1
वक्ता,वक्ता,1
चौपाई,चौपाई,1
परसुधर,परिशुद्ध,1
अपमाने॥,अपमान,1
कराला,काला,1
ललेख,लेख,1
उपस्,उपसंहार,1
ययुत्तर,उत्तर,1
लक्षष्मण,लक्ष्मण,1
वर्णणित,वर्णित,1
ययक,यदि,1
आववश्,आवेश,1
परिस््थथितिववश,परिस्थितिवश,1
विववेकपूर््ण,विवेकपूर्ण,1
भययजनित,भयजनित,1
नाहीं,नहीं,1
लक्षमणपरशुरामजनकसीता,लक्ष्मणपरशुरामजनकसीता,1
मनोबल,मनोबल,1
मविश््,मविष्य,1
स््ववतंत्र,स्वतंत्र,1
पॉटेड,पॉटेड,1
प्रसन्नतापूर्वक,प्रसन्नतापूर्वक,1
लिखवाने,लिखवाने,1
सारि,सारी,1
गढ़,गढ़,1
खड़़ी,खड़ी,1
स््ववरूप,स्वरूप,1
बहुभाषिकतायय,बहुभाषिकताय,1
आरोपण,आरोपण,1
अतिशययोक्,अतिशयोक्ति,1
लराई,लड़ाई,1
आववृत्तिअरि,आवृत्तिअरि,1
कमानु,कमान,1
धनुषु,धनुष,1
क़ौस,कौस,1
धणुख,धनुष,1
चापम्,चाप,1
धनुः,धनुः,1
तोरा॥,तोरा,1
कठोरा,कठोता,1
नाग,नाग,1
परिचर््चा,परिचर्चा,1
दृश््यय,दृश्य,1
तकनीकों,तकनीकों,1
कलात्मक,कलात्मक,1
जीवंतता,जीवंतता,1
लोकनाट्यय,लोकनाट्य,1
सेवावा,सेवा,1
गोनी,गोनी,1
अनंतर,अनंतर,1
स््ववभावव,स्वभाव,1
उपर््युक्त,उपर्युक्त,1
बिल्लु,बिल्लू,1
विल््ललॅॅु,विल्लू,1
धनुस्ससॅु,धनुष्सु,1
विल्,विल,1
विल्लु,विल्लू,1
धनुस्सु,धनुषु,1
कार्ममुक,कार्मुक,1
लिरुऱ्,लिरुड,1
धनुक,धनुक,1
धनुश,धनुष,1
कामठुं,कामठ,1
धनुष््यय,धनुष्य,1
ब्रह्ा,ब्रह्मा,1
कल्प,कल्प,1
झपकना,झपकना,1
त्तर,उत्तर,1
ताक्षर,साक्षर,1
अभयासों,अभ्यासों,1
तोड़ना,तोड़ना,1
खिलने,खिलने,1
गतिवि,गतिविधि,1
पलक,पलक,1
पर्यंत,पर्यंत,1
महत्तव,महत्व,1
वेगपूर्वक,वेगपूर्वक,1
चापखंड,चापखंड,1
अन््यत्र,अन्यत्र,1
लोचन,लोचन,1
बाल््यावस््था,बाल्यावस्था,1
लड़कपन,लड़कपन,1
लरिकार्इंं,लड़काई,1
परसुधरहिं,पर सुधरें,1
कुल््हहाड़ी,कुल्हाड़ी,1
परशु,परशु,1
परसु,परशु,1
बिहाइ,बिहाई,1
बिलगाउ,बिलगाव,1
स्कंद,स्कंद,1
बाणासुर,बाणासुर,1
सहस्रबाहु,सहस्रबाहु,1
सहसबाहु,सहस्रबाहु,1
भंजनिहारा,भंजनहारा,1
प्रलयय,प्रलय,1
महाययुग,महायुग,1
तरलता,तरलता,1
विद्रोह,विद्रोह,1
अविस््मरणीय,अविस्मरणीय,1
उपन््ययास,उपन्यास,1
कुकुरमुत्ा,कुकुरमुत्ता,1
गीतिका,गीतिका,1
परिमल,परिमल,1
अनामिका,अनामिका,1
स्वाध््ययाय,स्वाध्याय,1
नौवीं,नौवीं,1
उन््ननाव,उनन्नाव,1
गढ़ाकोला,गढ़ाकोली,1
ममूलतः,मूलतः,1
त्रिपुरारी,त्रिपुरारी,1
तिपुरारि,त्रिपुरारी,1
चंचलता,चंचलता,1
लक्षि,लक्ष्य,1
मौख,मुख,1
मुख्यत,मुख्यतः,1
त्रता,त्रुटि,1
विद्यमान,विद्यमान,1
राष्ट्रप्रेप्रेम,राष्ट्रप्रेम,1
दक्षतापूर्वक,दक्षतापूर्वक,1
न्यायपूर्ण,न्यायपूर्ण,1
यपुसतक,पुस्तक,1
दर््शाता,दर्शाता,1
प्ाप्,प्राप्त,1
विजयश्ी,विजयश्री,1
पीड़़ितों,पीड़ितों,1
उपेक्षितों,उपेक्षितों,1
ममुक्त,मुक्त,1
छायावादी,छायावादी,1
सममासयुक्त,समासयुक्त,1
उद्घोष,उद्घोष,1
सैन््य,सैन्य,1
पदाथथों,पदार्थों,1
पाठठ्,पाठ्य,1
टटकर,टकर,1
सर्वािधककार,सर्वाधिकार,1
कॉॉम्प्लेकस,कॉम्प्लेक्स,1
सटटेंशन,अटेंशन,1
फ़ीटट,फीट,1
गौतमबुद्धनगर,गौतमबुद्धनगर,1
सिस्टम,सिस्टम,1
सालासर,सालासर,1
गले।मम,गले,1
स््वरों,स्वरों,1
त््रा्राभूषण,त्राभूषण,1
सममझते,समझते,1
साममाजिक,सामाजिक,1
जयेष्,जयेष्ठ,1
एनबीटी,एनबीटी,1
आदतन,आदतन,1
झाड़ी,झाड़ी,1
डंठल,डंठल,1
बलसावर,बलपूर्वक,1
फ़र्क,फर्क,1
ट््रीयता,तार्किकता,1
पर््ययावरणीय,पर्यावरणीय,1
चित्रर,चित्र,1
त्ररोंों,त्रयियों,1
ममक,मक,1
विश्लेषणात्,विश्लेषणात,1
व््ययंग््यपूर््ण,व्यंग्यपूर्ण,1
पावरपाॅइंट,पावरपॉइंट,1
हममारी,हमारी,1
लमबा,लंबा,1
बूढ़ों,बूढ़ों,1
तानो,तानें,1
बचाती,बचाती,1
मुड़ा,मुड़ा,1
नालों,नालों,1
बरसाते,बरसाते,1
अभिव््यक्त,अभिव्यक्त,1
सुदृढ़,सुदृढ़,1
संकल््पना,संकल्पना,1
श्ेष्ठ,श्रेष्ठ,1
अालंकारिक,आलंकारिक,1
ममानवीकरण,मानवीकरण,1
मनोरमम,मनोरम,1
सागरजल,सागरजल,1
ततिका,तटिका,1
पुस््,पुस्तक,1
कमलधरा,कमलधारा,1
फसलें,फसलें,1
स््ततुति,स्तुति,1
स््तव,स्तव,1
सचेत,सचेत,1
बहुभाषी,बहुभाषी,1
विलीन,विलीन,1
उद्गम,उद्गम,1
अावरण,आवरण,1
पुष््पों,पुष्पों,1
सुसज््जजित,सुसज्जित,1
पपि,पपी,1
पावरपॉइंट,पावरपॉइंट,1
पाॅददावार,पौदावार,1
शस्यम्,शस्य,1
उपजा,उपजा,1
ओजस््,ओजस्,1
सूर्यकांत,सूर्यकांत,1
अममूल््य,अमूल्य,1
ममानकर,मानकर,1
सममझा,समझा,1
उपममान,उपमान,1
उपममेय,उपमेय,1
सममानता,समानता,1
ययंत,यंत्र,1
अत््,अतिरिक्त,1
दिव््य,दिव्य,1
भव््य,भव्य,1
पुनरावृृत्ति,पुनरावृत्ति,1
सोतों,स्रोतों,1
ददरदद,दरद,1
हिया,हृदय,1
फसलु,फसल,1
बेळॆ,बेलन,1
विळवॅु,विलव,1
विळैच्चल्,विलाचल,1
पंट,पंडित,1
पोत््थथोक,पुस्तक,1
थाबा,थाला,1
मरोङ्,मरोड़,1
महै,महक,1
फचल,फसल,1
उब्जाबाली,उपजावाली,1
पेददाश,पेड़,1
ऊपज,उपज,1
निष्कपट,निष्कपट,1
निश्छल,निश्छल,1
गरजती,गरजती,1
गर््जन,गर्जन,1
गर््जजि,गर्जित,1
तलवा,तलवार,1
सद्गुण,सद्गुण,1
कोममल,कोमल,1
वृक्षषोंों,वृक्षों,1
पलाश,पलाश,1
भारतममाता,भारत माता,1
ठठात्री,धात्री,1
अधिष््,अधिष्ठान,1
वीणावादिनि,वीणावादिनी,1
वाचन,वाचन,1
फूटकर,फूटकर,1
ज््ययोतिस्,ज्योतिष,1
ययोतिर््जल,ज्योतिर्जल,1
जड़़ा,जड़,1
चिह्नन,चिह्न,1
पपपू,पप्पु,1
भुट्ा,भुट्टा,1
मुननू,मुनू,1
रगघू,रघु,1
मोरपंख,मोरपंख,1
मुखी,मुखी,1
जुड़ते,जुड़ते,1
प्रतिमम,प्रतिमा,1
ममूर््तति,मूर्ति,1
ततोत्र,ततो,1
युग्,युग,1
जोड़़ा,जोड़,1
गुँजार,गुंजार,1
जगने,जगने,1
चिड़ियों,चिड़ियों,1
ठिठुरे,ठिठुरे,1
तवे,तवे,1
संख््,संख,1
दानशील,दानशील,1
ममंत्र,मंत्र,1
ओमम्,ओम्,1
परममेश्वर,परमेश्वर,1
पृृथ्वी,पृथ्वी,1
कणों,कणों,1
जममकर,जमकर,1
चंद्रममा,चंद्रमा,1
श्वेतवर््ण,श्वेतवर्ण,1
चममकीला,चमकीला,1
छूम,छू,1
अँधियारे,अँधियारे,1
चमकाए,चमकाए,1
गड़गड़,गड़गड़,1
पकड़कर,पकड़कर,1
जै,जै,1
गेययता,गेयता,1
कथात्मक,कथात्मक,1
ओजपूर््ण,ओजपूर्ण,1
अध््ययायय,अध्याय,1
अविस्मरणीयय,अविस्मरणीय,1
सुभद्ा,सुभद्र,1
सादे,सादे,1
उन््ममादिनी,उन्मादिनी,1
त्रिधारा,त्रिधारा,1
ममुखर,मुखर,1
अर्जजुन,अर्जुन,1
बुँदेलों,बुँदेलों,1
व्यूह,व्यूह,1
बोलें,बोलें,1
छी,छी,1
सत्यनाराययण,सत्यनारायण,1
तर्जनी,तर्जनी,1
पुलकित,पुलकित,1
पढ़ती,पढ़ती,1
गुदगुदी,गुदगुदी,1
टटू,टूट,1
लटट्,लट्टू,1
कीमत,कीमत,1
गुमी,गुमी,1
भृकुटी,भृकुटी,1
छलछल,छलछल,1
ग़म,ग़म,1
बेगम,बेगम,1
रोइ,रोई,1
ब्रह्म,ब्रह्म,1
सिंध,सिंध,1
करनाटक,कर्नाटक,1
तंजोर,तंजावुर,1
उदैपूर,उदयपुर,1
बिठूर,बिठूर,1
छिनी,छिनी,1
नव््ववाबों,नवाबों,1
अनुनय,अनुनय,1
अश्ुपूर््ण,अशुपूर्ण,1
फौजें,फौजें,1
हड़प,हड़प,1
मुदित,मुदित,1
अंतरतम,अंतरतम,1
चंडी,चंडी,1
भूरे,भूरे,1
चमकती,चमकती,1
बाि,बाबा,1
हािमद,हामिद,1
नह,नहीं,1
हामिद,हामिद,1
पुरखों,पुरखों,1
कुटियों,कुटियों,1
देशी,देशी,1
इज़्ज़त,इज़्ज़त,1
नौलख,नौलखा,1
जेवर,जेवर,1
कलकत्ते,कलकत्ते,1
बिकते,बिकते,1
जववानों,जवानों,1
ववॉकर,वॉकर,1
क्मीबाई,कमीबाई,1
कुरबानी,कुर्बानी,1
कहललाती,कहलाती,1
जुर्म,जुर्म,1
अभिराम,अभिराम,1
कुँववरसिंह,कुँवरसिंह,1
मौलववी,मौलवी,1
सरनाम,सरनाम,1
अज़ीमुल््ला,अज़ीमुल्ला,1
ताँतिया,ताँतिया,1
ववीरववर,वीरवर,1
महायज्ञ,महायज्ञ,1
जबलपुर,जबलपुर,1
लपटें,लपटें,1
आकिको,आकर्षण,1
आयी,आयी,1
लगायी,लगायी,1
बोयी,बोयी,1
सर्द,सर्द,1
साजिद,साजिद,1
समेटा,समेटा,1
धे,धे,1
ग््ववालियर,ग्वालियर,1
चलल,चला,1
तत््ककालल,तत्क्काल,1
मीलल,मिला,1
काललपी,कालपी,1
ॉकर,डॉकर,1
असमानों,असमानों,1
तलववार,तलवार,1
लेफ्ट,लेफ्ट,1
काॅपी,कॉपी,1
चीज़,चीज़,1
लस्सीसी,लस्सी,1
शुकला,शुक्ला,1
स्नेहलता,स्नेहलता,1
खींचते,खींचते,1
सविनय,सविनय,1
छोड़़ो,छोड़ो,1
वीरवर,वीरवर,1
उम््ममीदों,उम्मीदों,1
अमिट,अमिट,1
दिव्य,दिव्य,1
छोड़़ी,छोड़ी,1
कार्डस,कार्ड्स,1
सिन्ा,सिना,1
चीखा,चीखा,1
चढ़ेगा,चढ़ेगा,1
मुसकुराए,मुस्कुराए,1
तोड़,तोड़,1
पड़ेंगे,पड़ेंगे,1
नव््,नव,1
लाक्षणिक,लाक्षणिक,1
पिंड,पिंड,1
चिह्नि,चिह्न,1
अनके,अनेक,1
ब्रिगेड,ब्रिगेड,1
दमकल,दमकल,1
लक्षष्,लक्ष्य,1
इंगित,इंगित,1
वगगों,वर्गों,1
वॉकर,वॉकर,1
भनी,भिन्न,1
बोन,बोन,1
भयण,भयंकर,1
बहेन,बहन,1
बहीण,बहन,1
भेण,बहन,1
भैंण,बहन,1
स्वसृ,स्वयं,1
ततिपूर््ण,तत्पूर्ण,1
रणभूमि,रणभूमि,1
नौंवी,नौवीं,1
युद्धपूर््व,युद्धपूर्व,1
रणनीति,रणनीति,1
हुकूमत,हुकूमत,1
ययोति,ज्योति,1
ववाबों,विवाहों,1
टुकड़ी,टुकड़ी,1
हिस््सों,हिस्सों,1
विश्वसनीय,विश्वसनीय,1
लुप्त,लुप्त,1
पन््नों,पन्नों,1
युद्धक्ेत्र,युद्धक्षेत्र,1
तंगि,तंगी,1
अक्क,अक्ख,1
सोदरि,सहोदरी,1
पॆङ्ङळ्,पेड़,1
सहोदरि,सहोदरी,1
तंगै,तंगी,1
चॆल्लॆलु,चलें,1
अक्ककॅ,अक्क,1
भउणी,बहू,1
मचन,मंचन,1
गढ़,गढ़,1
अने,अन्य,1
मनुष््,मनुष्य,1
सजीली,सजीली,1
तेजस्वी,तेजस्वी,1
पुरुषोचित,पुरुषोचित,1
अदम्य,अदम्य,1
पुरस््,प्रस्तुत,1
कड़़ियों,कड़ियों,1
प्रतिमूर््तति,प्रतिमूर्ति,1
जयंती,जयंती,1
लड़ते,लड़ते,1
सकीं,सकें,1
प्रतिरोध,प्रतिरोध,1
सौंपी,सौंपी,1
नेतृत्व,नेतृत्व,1
मदमत्त,मदमत्त,1
नित्य,नित्य,1
लटककर,लटककर,1
अावश्यक,आवश्यक,1
हुबहू,हुबहू,1
नज़रअंदाज़,नज़रअंदाज़,1
गलतियों,गलतियों,1
विनयास,विन्यास,1
वर्तनी,वर्तनी,1
पूंजी,पूंजी,1
धर््मग्ंथ,धर्मग्रंथ,1
व्यवस््,व्यवस्था,1
त्रसम्मत,त्रिसम्मत,1
विस्तृत,विस्तृत,1
विरुद,विरोध,1
रणकुशल,रणकुशल,1
भवानीप्रससाद,भवानीप्रसाद,1
वाङ्मयय,वाङ्मय,1
ससंपूर््ण,संपूर्ण,1
कार््यक्रमों,कार्यक्रमों,1
ट्रभाषा,त्रिभाषा,1
ससंध््या,संख्या,1
त्रिकाल,त्रिकाल,1
पंचशती,पंचशती,1
कवितांतर,कवितांतार,1
शिलालेख,शिलालेख,1
फ़रोश,फरोश,1
स्वाधीनता,स्वाधीनता,1
नर्मदापुरम,नर्मदापुरम,1
होशंगाबाद,होशंगाबाद,1
अभिप्राय,अभिप्राय,1
ममृति,स्मृति,1
बनाएंँ,बनाएं,1
ऐंठी,ऐंठी,1
बनूँ,बनूं,1
सूखकर,सूखकर,1
खिलाओ,खिलाओ,1
मिटे,मिटे,1
दिखी,दिखी,1
सफ़ाई,सफाई,1
ससंदेश,संदेश,1
ससावन,सावन,1
ससंवेदना,संवेदना,1
इसस,इस,1
स््ववाधीनता,स्वाधीनता,1
ससरकार,सरकार,1
जिससके,जिसके,1
ससन्,सन,1
हैयय,हैं,1
हेटे,होंटे,1
स््वर््ण,स्वर्ण,1
पाँचवाँ,पाँचवाँ,1
मुगदर,मुगदर,1
गरजता,गरजता,1
खिलखिलाएँ,खिलखिलाएं,1
चतुर््ददिक्,चतुर्दिक,1
पसारा,पसारा,1
माययके,मायके,1
रातवाली,रात वाली,1
घनेरी,घनेरी,1
घिरता,घिरता,1
ससांत््वना,संत्वना,1
उसससे,उससे,1
मजे़,मजे,1
क्रियापद,क्रियापद,1
